otus	phylum
OTU_1826	"p:""Bacteroidetes"""
OTU_1827	"p:""Tenericutes"""
OTU_1825	"p:""Actinobacteria"""
OTU_1828	unknown
OTU_1829	p:Firmicutes
OTU_1830	p:Firmicutes
OTU_1831	"p:""Bacteroidetes"""
OTU_1833	"p:""Bacteroidetes"""
OTU_1834	p:Firmicutes
OTU_1832	unknown
OTU_1836	p:Firmicutes
OTU_1838	p:Firmicutes
OTU_1837	p:Firmicutes
OTU_1835	unknown
OTU_1839	unknown
OTU_1841	p:Firmicutes
OTU_1840	p:Firmicutes
OTU_1842	p:Firmicutes
OTU_1843	p:Firmicutes
OTU_1844	unknown
OTU_1845	unknown
OTU_1847	"p:""Bacteroidetes"""
OTU_1846	p:Firmicutes
OTU_1849	"p:""Bacteroidetes"""
OTU_1848	"p:""Proteobacteria"""
OTU_1850	"p:""Bacteroidetes"""
OTU_1852	unknown
OTU_1851	p:Firmicutes
OTU_1854	unknown
OTU_1853	p:Firmicutes
OTU_1855	unknown
OTU_1857	"p:""Bacteroidetes"""
OTU_1856	p:Firmicutes
OTU_1858	"p:""Bacteroidetes"""
OTU_1859	p:Firmicutes
OTU_1860	p:Firmicutes
OTU_1862	p:Firmicutes
OTU_1863	p:Firmicutes
OTU_1861	unknown
OTU_1864	unknown
OTU_1865	p:Firmicutes
OTU_1866	p:Firmicutes
OTU_1867	"p:""Bacteroidetes"""
OTU_1869	p:Firmicutes
OTU_1868	unknown
OTU_1870	unknown
OTU_1871	"p:""Proteobacteria"""
OTU_1872	p:Firmicutes
OTU_1873	unknown
OTU_1876	p:Firmicutes
OTU_1874	unknown
OTU_1877	unknown
OTU_1875	unknown
OTU_1879	p:Firmicutes
OTU_1878	unknown
OTU_1880	p:Firmicutes
OTU_1881	"p:""Bacteroidetes"""
OTU_1883	unknown
OTU_1882	p:Firmicutes
OTU_1884	p:Firmicutes
OTU_1885	unknown
OTU_1886	unknown
OTU_1887	p:Firmicutes
OTU_1888	unknown
OTU_1889	p:Firmicutes
OTU_1890	p:Firmicutes
OTU_1891	p:Firmicutes
OTU_1892	p:Firmicutes
OTU_1895	"p:""Bacteroidetes"""
OTU_1893	p:Firmicutes
OTU_1894	p:Firmicutes
OTU_1899	Other
OTU_1896	unknown
OTU_1897	p:Firmicutes
OTU_1898	p:Firmicutes
OTU_1901	unknown
OTU_1900	"p:""Proteobacteria"""
OTU_1902	"p:""Proteobacteria"""
OTU_1903	p:Firmicutes
OTU_1904	unknown
OTU_1906	"p:""Proteobacteria"""
OTU_1905	"p:""Actinobacteria"""
OTU_1907	"p:""Bacteroidetes"""
OTU_1908	Other
OTU_1909	unknown
OTU_1910	p:Firmicutes
OTU_1911	unknown
OTU_1912	unknown
OTU_1913	unknown
OTU_1914	p:Firmicutes
OTU_1917	unknown
OTU_1916	unknown
OTU_1915	"p:""Proteobacteria"""
OTU_1918	p:Firmicutes
OTU_1919	p:Firmicutes
OTU_1920	p:Firmicutes
OTU_1923	"p:""Bacteroidetes"""
OTU_1921	unknown
OTU_1922	unknown
OTU_1924	"p:""Spirochaetes"""
OTU_1925	unknown
OTU_1927	p:Firmicutes
OTU_1926	unknown
OTU_1928	"p:""Proteobacteria"""
OTU_1929	"p:""Bacteroidetes"""
OTU_1930	p:Firmicutes
OTU_1931	"p:""Bacteroidetes"""
OTU_1932	p:Firmicutes
OTU_1933	p:Firmicutes
OTU_1936	"p:""Bacteroidetes"""
OTU_1935	"p:""Bacteroidetes"""
OTU_1934	unknown
OTU_1937	p:Firmicutes
OTU_1940	"p:""Bacteroidetes"""
OTU_1938	p:Firmicutes
OTU_1941	"p:""Bacteroidetes"""
OTU_1939	unknown
OTU_1944	"p:""Bacteroidetes"""
OTU_1942	p:Firmicutes
OTU_1943	p:Firmicutes
OTU_1945	"p:""Proteobacteria"""
OTU_1946	p:Firmicutes
OTU_1948	p:Firmicutes
OTU_1947	p:Firmicutes
OTU_1951	unknown
OTU_1950	unknown
OTU_1952	p:Firmicutes
OTU_1949	unknown
OTU_1953	"p:""Proteobacteria"""
OTU_1954	p:Firmicutes
OTU_1955	p:Firmicutes
OTU_1956	p:Firmicutes
OTU_1957	p:Firmicutes
OTU_1958	p:Firmicutes
OTU_1959	p:Firmicutes
OTU_1960	p:Firmicutes
OTU_1962	p:Firmicutes
OTU_1961	unknown
OTU_1963	unknown
OTU_1966	"p:""Bacteroidetes"""
OTU_1965	p:Firmicutes
OTU_1967	"p:""Bacteroidetes"""
OTU_1964	Other
OTU_1968	p:Firmicutes
OTU_1969	"p:""Bacteroidetes"""
OTU_1970	p:Firmicutes
OTU_1971	p:Firmicutes
OTU_1972	p:Firmicutes
OTU_1973	unknown
OTU_1974	p:Firmicutes
OTU_1976	p:Firmicutes
OTU_1977	p:Firmicutes
OTU_1975	p:Firmicutes
OTU_1978	"p:""Bacteroidetes"""
OTU_1979	unknown
OTU_1980	p:Firmicutes
OTU_1981	unknown
OTU_1982	p:Firmicutes
OTU_1984	unknown
OTU_1983	p:Firmicutes
OTU_1986	p:Firmicutes
OTU_1985	p:Firmicutes
OTU_1988	Other
OTU_1987	p:Firmicutes
OTU_1989	p:Firmicutes
OTU_1990	unknown
OTU_1991	unknown
OTU_1992	unknown
OTU_1993	"p:""Proteobacteria"""
OTU_1995	p:Firmicutes
OTU_1994	p:Firmicutes
OTU_1996	p:Firmicutes
OTU_1997	unknown
OTU_1998	p:Firmicutes
OTU_2000	unknown
OTU_1999	p:Firmicutes
OTU_2001	p:Firmicutes
OTU_2002	p:Firmicutes
OTU_2003	unknown
OTU_2004	unknown
OTU_2005	"p:""Tenericutes"""
OTU_2006	p:Firmicutes
OTU_2007	unknown
OTU_2008	"p:""Bacteroidetes"""
OTU_2009	"p:""Tenericutes"""
OTU_2012	"p:""Bacteroidetes"""
OTU_2010	p:Firmicutes
OTU_2011	"p:""Proteobacteria"""
OTU_2013	"p:""Bacteroidetes"""
OTU_2015	unknown
OTU_2017	p:Firmicutes
OTU_2016	"p:""Proteobacteria"""
OTU_2014	p:Firmicutes
OTU_2018	"p:""Bacteroidetes"""
OTU_2019	unknown
OTU_2020	p:Firmicutes
OTU_2022	"p:""Tenericutes"""
OTU_2021	unknown
OTU_2024	"p:""Bacteroidetes"""
OTU_2023	"p:""Actinobacteria"""
OTU_2025	"p:""Bacteroidetes"""
OTU_2028	unknown
OTU_2026	p:Firmicutes
OTU_2027	p:Firmicutes
OTU_2030	unknown
OTU_2029	unknown
OTU_2031	"p:""Bacteroidetes"""
OTU_2032	p:Firmicutes
OTU_2034	"p:""Bacteroidetes"""
OTU_2033	"p:""Bacteroidetes"""
OTU_2035	p:Firmicutes
OTU_2037	p:Firmicutes
OTU_2036	p:Firmicutes
OTU_2038	"p:""Proteobacteria"""
OTU_2041	unknown
OTU_2042	"p:""Bacteroidetes"""
OTU_2040	p:Firmicutes
OTU_2039	"p:""Proteobacteria"""
OTU_2043	"p:""Proteobacteria"""
OTU_2044	unknown
OTU_2045	unknown
OTU_2046	p:Firmicutes
OTU_2047	p:Firmicutes
OTU_2048	p:Firmicutes
OTU_2049	p:Firmicutes
OTU_2050	"p:""Bacteroidetes"""
OTU_2051	unknown
OTU_2052	"p:""Proteobacteria"""
OTU_2053	unknown
OTU_2055	p:Firmicutes
OTU_2056	unknown
OTU_2054	Other
OTU_2057	p:Firmicutes
OTU_2058	"p:""Actinobacteria"""
OTU_2059	p:Firmicutes
OTU_2061	unknown
OTU_2060	p:Firmicutes
OTU_2062	p:Firmicutes
OTU_2063	"p:""Proteobacteria"""
OTU_2064	"p:""Proteobacteria"""
OTU_2066	"p:""Proteobacteria"""
OTU_2067	p:Firmicutes
OTU_2065	unknown
OTU_2068	unknown
OTU_2070	unknown
OTU_2069	p:Firmicutes
OTU_2072	p:Firmicutes
OTU_2071	p:Firmicutes
OTU_2074	p:Firmicutes
OTU_2073	unknown
OTU_2075	"p:""Bacteroidetes"""
OTU_2076	Other
OTU_2078	unknown
OTU_2077	p:Firmicutes
OTU_2079	"p:""Bacteroidetes"""
OTU_2080	"p:""Bacteroidetes"""
OTU_2081	"p:""Actinobacteria"""
OTU_2082	p:Firmicutes
OTU_2083	unknown
OTU_2085	"p:""Bacteroidetes"""
OTU_2086	"p:""Bacteroidetes"""
OTU_2084	p:Firmicutes
OTU_2087	p:Firmicutes
OTU_2088	unknown
OTU_2089	p:Firmicutes
OTU_2091	p:Firmicutes
OTU_2092	"p:""Bacteroidetes"""
OTU_2090	"p:""Actinobacteria"""
OTU_2095	"p:""Bacteroidetes"""
OTU_2093	unknown
OTU_2094	p:Firmicutes
OTU_2096	"p:""Bacteroidetes"""
OTU_2100	unknown
OTU_2097	unknown
OTU_2099	unknown
OTU_2098	unknown
OTU_2102	p:Firmicutes
OTU_2103	unknown
OTU_2104	p:Firmicutes
OTU_2101	"p:""Proteobacteria"""
OTU_2105	p:Firmicutes
OTU_2107	p:Firmicutes
OTU_2106	unknown
OTU_2109	unknown
OTU_2108	unknown
OTU_2110	p:Firmicutes
OTU_2111	p:Firmicutes
OTU_2113	"p:""Bacteroidetes"""
OTU_2112	"p:""Actinobacteria"""
OTU_2114	p:Firmicutes
OTU_2115	p:Firmicutes
OTU_2118	"p:""Bacteroidetes"""
OTU_2116	unknown
OTU_2117	unknown
OTU_2119	unknown
OTU_2120	Other
OTU_2122	"p:""Bacteroidetes"""
OTU_2123	"p:""Bacteroidetes"""
OTU_2121	p:Firmicutes
OTU_2124	"p:""Proteobacteria"""
OTU_2125	unknown
OTU_2126	unknown
OTU_2127	p:Firmicutes
OTU_2129	p:Firmicutes
OTU_2128	p:Firmicutes
OTU_2130	p:Firmicutes
OTU_2131	unknown
OTU_2133	"p:""Bacteroidetes"""
OTU_2132	p:Firmicutes
OTU_2134	p:Firmicutes
OTU_2137	unknown
OTU_2135	"p:""Proteobacteria"""
OTU_2136	"p:""Proteobacteria"""
OTU_2138	unknown
OTU_2139	p:Firmicutes
OTU_2141	p:Firmicutes
OTU_2140	p:Firmicutes
OTU_2142	p:Firmicutes
OTU_2143	unknown
OTU_2144	p:Firmicutes
OTU_2146	p:Firmicutes
OTU_2147	p:Firmicutes
OTU_2145	unknown
OTU_2148	p:Firmicutes
OTU_2150	"p:""Bacteroidetes"""
OTU_2149	p:Firmicutes
OTU_2152	p:Firmicutes
OTU_2153	p:Firmicutes
OTU_2154	p:Firmicutes
OTU_2151	unknown
OTU_2157	unknown
OTU_2156	"p:""Proteobacteria"""
OTU_2155	p:Firmicutes
OTU_2158	p:Firmicutes
OTU_2159	p:Firmicutes
OTU_2161	"p:""Bacteroidetes"""
OTU_2160	unknown
OTU_2165	unknown
OTU_2162	p:Firmicutes
OTU_2163	"p:""Bacteroidetes"""
OTU_2164	p:Firmicutes
OTU_2166	unknown
OTU_2170	"p:""Bacteroidetes"""
OTU_2167	p:Firmicutes
OTU_2168	unknown
OTU_2169	p:Firmicutes
OTU_2171	"p:""Proteobacteria"""
OTU_2173	p:Firmicutes
OTU_2174	unknown
OTU_2172	unknown
OTU_2175	"p:""Bacteroidetes"""
OTU_2176	p:Firmicutes
OTU_2177	"p:""Bacteroidetes"""
OTU_2179	unknown
OTU_2178	p:Firmicutes
OTU_2181	unknown
OTU_2180	"p:""Proteobacteria"""
OTU_2185	"p:""Bacteroidetes"""
OTU_2184	p:Firmicutes
OTU_2183	"p:""Bacteroidetes"""
OTU_2182	Other
OTU_2187	unknown
OTU_2186	unknown
OTU_2189	p:Firmicutes
OTU_2188	unknown
OTU_2191	p:Firmicutes
OTU_2190	"p:""Proteobacteria"""
OTU_2192	unknown
OTU_2195	unknown
OTU_2193	unknown
OTU_2194	p:Firmicutes
OTU_2196	"p:""Bacteroidetes"""
OTU_2197	unknown
OTU_2200	"p:""Proteobacteria"""
OTU_2198	p:Firmicutes
OTU_2199	unknown
OTU_2201	unknown
OTU_2204	"p:""Bacteroidetes"""
OTU_2202	"p:""Proteobacteria"""
OTU_2203	unknown
OTU_2205	unknown
OTU_2207	p:Firmicutes
OTU_2206	"p:""Proteobacteria"""
OTU_2208	p:Firmicutes
OTU_2211	unknown
OTU_2209	p:Firmicutes
OTU_2210	p:Firmicutes
OTU_2214	p:Firmicutes
OTU_2212	p:Firmicutes
OTU_2213	unknown
OTU_2215	p:Firmicutes
OTU_2216	p:Firmicutes
OTU_2218	p:Firmicutes
OTU_2219	p:Firmicutes
OTU_2217	unknown
OTU_2220	"p:""Bacteroidetes"""
OTU_2222	unknown
OTU_2221	p:Firmicutes
OTU_2223	"p:""Bacteroidetes"""
OTU_2225	unknown
OTU_2224	unknown
OTU_2226	unknown
OTU_2227	"p:""Bacteroidetes"""
OTU_2228	unknown
OTU_2229	p:Firmicutes
OTU_2230	p:Firmicutes
OTU_2233	"p:""Bacteroidetes"""
OTU_2231	p:Firmicutes
OTU_2232	unknown
OTU_2234	p:Firmicutes
OTU_2235	"p:""Proteobacteria"""
OTU_2236	p:Firmicutes
OTU_2237	unknown
OTU_2238	p:Firmicutes
OTU_2239	unknown
OTU_2240	"p:""Bacteroidetes"""
OTU_2242	"p:""Bacteroidetes"""
OTU_2241	p:Firmicutes
OTU_2243	"p:""Proteobacteria"""
OTU_2245	unknown
OTU_2244	p:Firmicutes
OTU_2246	p:Firmicutes
OTU_2247	"p:""Bacteroidetes"""
OTU_2248	unknown
OTU_2249	unknown
OTU_2251	p:Firmicutes
OTU_2250	p:Firmicutes
OTU_2252	"p:""Actinobacteria"""
OTU_2253	p:Firmicutes
OTU_2254	"p:""Tenericutes"""
OTU_2255	p:Firmicutes
OTU_2256	unknown
OTU_2258	"p:""Tenericutes"""
OTU_2259	p:Firmicutes
OTU_2257	"p:""Bacteroidetes"""
OTU_2260	"p:""Bacteroidetes"""
OTU_2261	p:Firmicutes
OTU_2262	p:Firmicutes
OTU_2263	p:Firmicutes
OTU_2264	p:Firmicutes
OTU_2265	p:Firmicutes
OTU_2266	unknown
OTU_2268	unknown
OTU_2267	p:Firmicutes
OTU_2269	"p:""Bacteroidetes"""
OTU_2270	p:Firmicutes
OTU_2271	"p:""Tenericutes"""
OTU_2273	unknown
OTU_2275	"p:""Bacteroidetes"""
OTU_2274	unknown
OTU_2272	"p:""Proteobacteria"""
OTU_2276	p:Firmicutes
OTU_2277	p:Firmicutes
OTU_2278	unknown
OTU_2279	p:Firmicutes
OTU_2280	p:Firmicutes
OTU_2281	p:Firmicutes
OTU_2282	unknown
OTU_2283	"p:""Bacteroidetes"""
OTU_2284	p:Firmicutes
OTU_2285	p:Firmicutes
OTU_2286	p:Firmicutes
OTU_2288	unknown
OTU_2290	"p:""Bacteroidetes"""
OTU_2287	unknown
OTU_2289	p:Firmicutes
OTU_2291	unknown
OTU_2292	p:Firmicutes
OTU_2294	"p:""Proteobacteria"""
OTU_2293	p:Firmicutes
OTU_2296	Other
OTU_2295	Other
OTU_2297	p:Firmicutes
OTU_2298	"p:""Bacteroidetes"""
OTU_2299	unknown
OTU_2300	unknown
OTU_2301	"p:""Proteobacteria"""
OTU_2302	p:Firmicutes
OTU_2303	unknown
OTU_2304	p:Firmicutes
OTU_2305	unknown
OTU_2306	unknown
OTU_2309	"p:""Spirochaetes"""
OTU_2308	Other
OTU_2307	p:Firmicutes
OTU_2311	p:Firmicutes
OTU_2313	unknown
OTU_2312	p:Firmicutes
OTU_2310	"p:""Proteobacteria"""
OTU_2314	unknown
OTU_2315	p:Firmicutes
OTU_2316	p:Firmicutes
OTU_2317	unknown
OTU_2318	unknown
OTU_2319	p:Firmicutes
OTU_2320	p:Firmicutes
OTU_2323	p:Firmicutes
OTU_2324	unknown
OTU_2322	p:Firmicutes
OTU_2321	unknown
OTU_2327	unknown
OTU_2326	p:Firmicutes
OTU_2325	unknown
OTU_2329	"p:""Bacteroidetes"""
OTU_2328	unknown
OTU_2331	"p:""Bacteroidetes"""
OTU_2330	unknown
OTU_2334	unknown
OTU_2332	p:Firmicutes
OTU_2333	"p:""Actinobacteria"""
OTU_2335	p:Firmicutes
OTU_2336	unknown
OTU_2337	p:Firmicutes
OTU_2340	unknown
OTU_2338	p:Firmicutes
OTU_2339	unknown
OTU_2341	"p:""Actinobacteria"""
OTU_2342	unknown
OTU_2344	unknown
OTU_2343	"p:""Proteobacteria"""
OTU_2345	p:Firmicutes
OTU_2347	unknown
OTU_2346	p:Firmicutes
OTU_2348	unknown
OTU_2349	"p:""Proteobacteria"""
OTU_2351	p:Firmicutes
OTU_2350	"p:""Proteobacteria"""
OTU_2354	"p:""Bacteroidetes"""
OTU_2353	"p:""Proteobacteria"""
OTU_2352	unknown
OTU_2355	unknown
OTU_2356	"p:""Spirochaetes"""
OTU_2357	unknown
OTU_2358	p:Firmicutes
OTU_2359	"p:""Bacteroidetes"""
OTU_2360	unknown
OTU_2361	p:Firmicutes
OTU_2362	"p:""Bacteroidetes"""
OTU_2363	"p:""Actinobacteria"""
OTU_2364	"p:""Bacteroidetes"""
OTU_2365	unknown
OTU_2367	"p:""Bacteroidetes"""
OTU_2368	"p:""Bacteroidetes"""
OTU_2366	p:Firmicutes
OTU_2369	"p:""Tenericutes"""
OTU_2370	"p:""Bacteroidetes"""
OTU_2371	"p:""Bacteroidetes"""
OTU_2372	unknown
OTU_2373	unknown
OTU_2374	unknown
OTU_2375	unknown
OTU_2377	"p:""Bacteroidetes"""
OTU_2378	p:Firmicutes
OTU_2376	"p:""Actinobacteria"""
OTU_2379	"p:""Actinobacteria"""
OTU_2381	unknown
OTU_2380	"p:""Proteobacteria"""
OTU_2382	unknown
OTU_2383	p:Firmicutes
OTU_2385	p:Firmicutes
OTU_2384	p:Firmicutes
OTU_2387	"p:""Bacteroidetes"""
OTU_2386	p:Firmicutes
OTU_2390	"p:""Bacteroidetes"""
OTU_2388	p:Firmicutes
OTU_2389	p:Firmicutes
OTU_2392	p:Firmicutes
OTU_2391	p:Firmicutes
OTU_2393	"p:""Actinobacteria"""
OTU_2394	p:Firmicutes
OTU_2396	"p:""Bacteroidetes"""
OTU_2395	unknown
OTU_2397	p:Firmicutes
OTU_2398	"p:""Proteobacteria"""
OTU_2400	"p:""Tenericutes"""
OTU_2401	"p:""Bacteroidetes"""
OTU_2399	p:Firmicutes
OTU_2402	p:Firmicutes
OTU_2403	unknown
OTU_2404	unknown
OTU_2405	p:Firmicutes
OTU_2406	p:Firmicutes
OTU_2407	"p:""Proteobacteria"""
OTU_2408	p:Firmicutes
OTU_2409	unknown
OTU_2410	p:Firmicutes
OTU_2411	unknown
OTU_2412	p:Firmicutes
OTU_2415	p:Firmicutes
OTU_2414	"p:""Proteobacteria"""
OTU_2413	unknown
OTU_2416	p:Firmicutes
OTU_2417	"p:""Proteobacteria"""
OTU_2418	p:Firmicutes
OTU_2420	p:Firmicutes
OTU_2419	unknown
OTU_2421	"p:""Bacteroidetes"""
OTU_2422	p:Firmicutes
OTU_2424	"p:""Bacteroidetes"""
OTU_2423	"p:""Actinobacteria"""
OTU_2425	unknown
OTU_2428	"p:""Tenericutes"""
OTU_2426	p:Firmicutes
OTU_2427	"p:""Bacteroidetes"""
OTU_2429	p:Firmicutes
OTU_2431	"p:""Bacteroidetes"""
OTU_2430	"p:""Bacteroidetes"""
OTU_2433	unknown
OTU_2432	unknown
OTU_2434	unknown
OTU_2435	p:Firmicutes
OTU_2436	p:Firmicutes
OTU_2439	"p:""Bacteroidetes"""
OTU_2438	p:Firmicutes
OTU_2437	p:Firmicutes
OTU_2440	p:Firmicutes
OTU_2442	p:Firmicutes
OTU_2441	p:Firmicutes
OTU_2444	p:Firmicutes
OTU_2443	p:Firmicutes
OTU_2445	unknown
OTU_2446	p:Firmicutes
OTU_2447	"p:""Bacteroidetes"""
OTU_2448	p:Firmicutes
OTU_2449	p:Firmicutes
OTU_2450	p:Firmicutes
OTU_2451	p:Firmicutes
OTU_2452	"p:""Bacteroidetes"""
OTU_2454	p:Firmicutes
OTU_2453	unknown
OTU_2455	unknown
OTU_2457	p:Firmicutes
OTU_2456	p:Firmicutes
OTU_2459	"p:""Bacteroidetes"""
OTU_2458	p:Firmicutes
OTU_2460	"p:""Proteobacteria"""
OTU_2461	p:Firmicutes
OTU_2462	p:Firmicutes
OTU_2463	p:Firmicutes
OTU_2464	unknown
OTU_2467	p:Firmicutes
OTU_2466	p:Firmicutes
OTU_2465	p:Firmicutes
OTU_2468	unknown
OTU_2469	p:Firmicutes
OTU_2470	p:Firmicutes
OTU_2471	p:Firmicutes
OTU_2473	"p:""Bacteroidetes"""
OTU_2472	p:Firmicutes
OTU_2474	unknown
OTU_2475	unknown
OTU_2476	p:Firmicutes
OTU_2478	unknown
OTU_2477	unknown
OTU_2480	"p:""Bacteroidetes"""
OTU_2479	unknown
OTU_2482	p:Firmicutes
OTU_2481	unknown
OTU_2483	unknown
OTU_2485	"p:""Bacteroidetes"""
OTU_2484	unknown
OTU_2486	p:Firmicutes
OTU_2487	p:Firmicutes
OTU_2488	Other
OTU_2489	unknown
OTU_2491	p:Firmicutes
OTU_2490	p:Firmicutes
OTU_2492	p:Firmicutes
OTU_2495	"p:""Tenericutes"""
OTU_2493	p:Firmicutes
OTU_2494	"p:""Proteobacteria"""
OTU_2496	p:Firmicutes
OTU_2497	p:Firmicutes
OTU_2500	p:Firmicutes
OTU_2499	unknown
OTU_2498	p:Firmicutes
OTU_2503	p:Firmicutes
OTU_2504	unknown
OTU_2501	unknown
OTU_2502	unknown
OTU_2508	p:Firmicutes
OTU_2505	p:Firmicutes
OTU_2507	unknown
OTU_2506	p:Firmicutes
OTU_2510	unknown
OTU_2511	p:Firmicutes
OTU_2509	unknown
OTU_2515	unknown
OTU_2512	"p:""Actinobacteria"""
OTU_2513	unknown
OTU_2514	unknown
OTU_2516	p:Firmicutes
OTU_2518	p:Firmicutes
OTU_2519	"p:""Bacteroidetes"""
OTU_2517	p:Firmicutes
OTU_2521	unknown
OTU_2520	unknown
OTU_2522	unknown
OTU_2524	"p:""Bacteroidetes"""
OTU_2523	unknown
OTU_2525	p:Firmicutes
OTU_2526	unknown
OTU_2527	Other
OTU_2528	p:Firmicutes
OTU_2529	unknown
OTU_2530	p:Firmicutes
OTU_2531	"p:""Bacteroidetes"""
OTU_2533	p:Firmicutes
OTU_2534	p:Firmicutes
OTU_2532	unknown
OTU_2535	p:Firmicutes
OTU_2537	unknown
OTU_2536	unknown
OTU_2538	"p:""Bacteroidetes"""
OTU_2539	p:Firmicutes
OTU_2541	"p:""Bacteroidetes"""
OTU_2540	p:Firmicutes
OTU_2542	unknown
OTU_2543	p:Firmicutes
OTU_2544	p:Firmicutes
OTU_2545	p:Firmicutes
OTU_2547	p:Firmicutes
OTU_2546	p:Firmicutes
OTU_2549	"p:""Bacteroidetes"""
OTU_2548	unknown
OTU_2550	p:Firmicutes
OTU_2552	"p:""Bacteroidetes"""
OTU_2551	p:Firmicutes
OTU_2553	"p:""Proteobacteria"""
OTU_2554	"p:""Bacteroidetes"""
OTU_2555	"p:""Actinobacteria"""
OTU_2558	"p:""Bacteroidetes"""
OTU_2557	unknown
OTU_2556	"p:""Proteobacteria"""
OTU_2559	"p:""Bacteroidetes"""
OTU_2560	"p:""Bacteroidetes"""
OTU_2563	p:Firmicutes
OTU_2561	unknown
OTU_2562	p:Firmicutes
OTU_2564	"p:""Proteobacteria"""
OTU_2565	"p:""Bacteroidetes"""
OTU_2566	Other
OTU_2567	"p:""Bacteroidetes"""
OTU_2568	unknown
OTU_2570	"p:""Tenericutes"""
OTU_2569	p:Firmicutes
OTU_2571	p:Firmicutes
OTU_2572	Other
OTU_2573	p:Firmicutes
OTU_2574	unknown
OTU_2576	unknown
OTU_2577	unknown
OTU_2575	unknown
OTU_2578	unknown
OTU_2579	unknown
OTU_2581	p:Firmicutes
OTU_2580	p:Firmicutes
OTU_2583	p:Firmicutes
OTU_2582	p:Firmicutes
OTU_2585	p:Firmicutes
OTU_2584	p:Firmicutes
OTU_2587	p:Firmicutes
OTU_2586	unknown
OTU_2588	p:Firmicutes
OTU_2590	p:Firmicutes
OTU_2589	p:Firmicutes
OTU_2591	unknown
OTU_2593	"p:""Spirochaetes"""
OTU_2592	p:Firmicutes
OTU_2595	"p:""Proteobacteria"""
OTU_2594	p:Firmicutes
OTU_2596	p:Firmicutes
OTU_2597	unknown
OTU_2598	p:Firmicutes
OTU_2599	"p:""Proteobacteria"""
OTU_2601	p:Firmicutes
OTU_2600	unknown
OTU_2602	unknown
OTU_2604	"p:""Bacteroidetes"""
OTU_2603	"p:""Proteobacteria"""
OTU_2605	p:Firmicutes
OTU_2606	unknown
OTU_2607	p:Firmicutes
OTU_2609	"p:""Bacteroidetes"""
OTU_2610	"p:""Bacteroidetes"""
OTU_2608	p:Firmicutes
OTU_2612	p:Firmicutes
OTU_2611	p:Firmicutes
OTU_2613	unknown
OTU_2614	p:Firmicutes
OTU_2615	"p:""Actinobacteria"""
OTU_2616	p:Firmicutes
OTU_2617	unknown
OTU_2619	unknown
OTU_2620	unknown
OTU_2618	p:Firmicutes
OTU_2621	"p:""Actinobacteria"""
OTU_2624	"p:""Bacteroidetes"""
OTU_2623	p:Firmicutes
OTU_2622	unknown
OTU_2625	"p:""Proteobacteria"""
OTU_2627	p:Firmicutes
OTU_2626	p:Firmicutes
OTU_2628	p:Firmicutes
OTU_2629	"p:""Proteobacteria"""
OTU_2630	unknown
OTU_2631	unknown
OTU_2633	unknown
OTU_2632	unknown
OTU_2637	"p:""Bacteroidetes"""
OTU_2636	unknown
OTU_2634	unknown
OTU_2635	"p:""Bacteroidetes"""
OTU_2640	"p:""Bacteroidetes"""
OTU_2641	"p:""Bacteroidetes"""
OTU_2638	unknown
OTU_2639	p:Firmicutes
OTU_2642	p:Firmicutes
OTU_2644	p:Firmicutes
OTU_2643	unknown
OTU_2645	p:Firmicutes
OTU_2646	p:Firmicutes
OTU_2647	"p:""Proteobacteria"""
OTU_2649	p:Firmicutes
OTU_2648	unknown
OTU_2650	"p:""Bacteroidetes"""
OTU_2652	"p:""Actinobacteria"""
OTU_2651	Other
OTU_2654	unknown
OTU_2653	p:Firmicutes
OTU_2655	p:Firmicutes
OTU_2656	p:Firmicutes
OTU_2657	unknown
OTU_2661	unknown
OTU_2658	p:Firmicutes
OTU_2659	unknown
OTU_2660	unknown
OTU_2662	unknown
OTU_2664	unknown
OTU_2665	p:Firmicutes
OTU_2663	p:Firmicutes
OTU_2666	"p:""Bacteroidetes"""
OTU_2668	"p:""Bacteroidetes"""
OTU_2669	"p:""Bacteroidetes"""
OTU_2667	"p:""Actinobacteria"""
OTU_2671	unknown
OTU_2670	unknown
OTU_2674	"p:""Bacteroidetes"""
OTU_2673	unknown
OTU_2672	unknown
OTU_2675	unknown
OTU_2678	unknown
OTU_2676	unknown
OTU_2677	p:Firmicutes
OTU_2679	p:Firmicutes
OTU_2682	p:Firmicutes
OTU_2681	unknown
OTU_2680	unknown
OTU_2685	"p:""Bacteroidetes"""
OTU_2683	unknown
OTU_2684	p:Firmicutes
OTU_2686	unknown
OTU_2687	"p:""Tenericutes"""
OTU_2688	unknown
OTU_2689	unknown
OTU_2690	p:Firmicutes
OTU_2691	p:Firmicutes
OTU_2693	p:Firmicutes
OTU_2692	p:Firmicutes
OTU_2695	"p:""Actinobacteria"""
OTU_2694	Other
OTU_2696	unknown
OTU_2697	p:Firmicutes
OTU_2698	unknown
OTU_2700	unknown
OTU_2699	"p:""Proteobacteria"""
OTU_2701	p:Firmicutes
OTU_2702	p:Firmicutes
OTU_2703	p:Firmicutes
OTU_2705	unknown
OTU_2704	unknown
OTU_2706	unknown
OTU_2707	p:Firmicutes
OTU_2708	"p:""Bacteroidetes"""
OTU_2711	unknown
OTU_2710	unknown
OTU_2709	unknown
OTU_2712	unknown
OTU_2713	unknown
OTU_2714	p:Firmicutes
OTU_2715	p:Firmicutes
